
                                      ARENA Simulation Results
                                      Jacob - License: STUDENT

                                  Summary for Replication 1 of 20

Project: Unnamed Project                                             Run execution date :12/10/2015
Analyst: Jacob                                                       Model revision date:12/10/2015

Replication ended at time      : 180.0 Minutes 
Base Time Units: Minutes

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
Table 48.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 48.Utilization                        .24700     (Insuf)    .00000     1.0000     .00000    
Table 49.NumberBusy                         .32255     (Insuf)    .00000     1.0000     .00000    
Table 49.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 49.Utilization                        .32255     (Insuf)    .00000     1.0000     .00000    
Table 50.NumberBusy                         .33310     (Insuf)    .00000     1.0000     1.0000    
Table 50.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 50.Utilization                        .33310     (Insuf)    .00000     1.0000     1.0000    
Jacob.NumberBusy                            .20747     (Insuf)    .00000     1.0000     .00000    
Jacob.NumberScheduled                       1.0000     (Insuf)    1.0000     1.0000     1.0000    
Jacob.Utilization                           .20747     (Insuf)    .00000     1.0000     .00000    
Bar Cash.NumberBusy                         .00000     (Insuf)    .00000     .00000     .00000    
Bar Cash.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Bar Cash.Utilization                        .00000     (Insuf)    .00000     .00000     .00000    
Mikki.NumberBusy                            .00000     (Insuf)    .00000     .00000     .00000    
Mikki.NumberScheduled                       1.0000     (Insuf)    1.0000     1.0000     1.0000    
Mikki.Utilization                           .00000     (Insuf)    .00000     .00000     .00000    
Lynice.NumberBusy                           .00000     (Insuf)    .00000     .00000     .00000    
Lynice.NumberScheduled                      1.0000     (Insuf)    1.0000     1.0000     1.0000    
Lynice.Utilization                          .00000     (Insuf)    .00000     .00000     .00000    
Cash Out.Queue.NumberInQueue                .28314     (Insuf)    .00000     3.0000     .00000    
Dining Process.Queue.NumberInQueue          .00000     (Insuf)    .00000     .00000     .00000    
Food Service Time.Queue.NumberInQueue       .02250     (Insuf)    .00000     2.0000     .00000    
Cash Register.Queue.NumberInQueue           .01830     (Insuf)    .00000     1.0000     .00000    
Special Order.Queue.NumberInQueue           .34052     (Insuf)    .00000     3.0000     .00000    

                                             OUTPUTS

Identifier                                   Value
_____________________________________________________________

Customer.NumberIn                           204.00    
Customer.NumberOut                          184.00    
Gold Fish.NumberIn                          25.000    
Gold Fish.NumberOut                         .00000    
Cook.NumberIn                               46.000    
Cook.NumberOut                              46.000    
Wade.NumberSeized                           60.000    
Wade.ScheduledUtilization                   .20536    
Tommie.NumberSeized                         92.000    
Tommie.ScheduledUtilization                 .21737    
Table 10.NumberSeized                       3.0000    
Table 10.ScheduledUtilization               .24773    
Table 11.NumberSeized                       4.0000    
Table 11.ScheduledUtilization               .35746    
Table 12.NumberSeized                       3.0000    
Table 12.ScheduledUtilization               .18518    
Table 13.NumberSeized                       3.0000    
Table 13.ScheduledUtilization               .15378    
Table 14.NumberSeized                       3.0000    
Table 14.ScheduledUtilization               .14609    
Table 15.NumberSeized                       2.0000    
Table 15.ScheduledUtilization               .11502    
Table 16.NumberSeized                       1.0000    
Table 16.ScheduledUtilization               .33485    
Table 17.NumberSeized                       3.0000    
Table 17.ScheduledUtilization               .57487    
Table 18.NumberSeized                       3.0000    
Table 18.ScheduledUtilization               .63017    
Table 1.NumberSeized                        5.0000    
Table 1.ScheduledUtilization                .50488    
Table 19.NumberSeized                       6.0000    
Table 19.ScheduledUtilization               .37771    
Table 2.NumberSeized                        3.0000    
Table 2.ScheduledUtilization                .15565    
Table 3.NumberSeized                        3.0000    
Table 3.ScheduledUtilization                .15189    
Table 4.NumberSeized                        3.0000    
Table 4.ScheduledUtilization                .34631    
Table 5.NumberSeized                        3.0000    
Table 5.ScheduledUtilization                .34646    
Table 6.NumberSeized                        .00000    
Table 6.ScheduledUtilization                .00000    
Table 7.NumberSeized                        2.0000    
Table 7.ScheduledUtilization                .43927    
Table 8.NumberSeized                        3.0000    
Table 8.ScheduledUtilization                .13713    
Table 9.NumberSeized                        2.0000    
Table 9.ScheduledUtilization                .16550    
Barista.NumberSeized                        123.00    
Barista.ScheduledUtilization                .68365    
Table 20.NumberSeized                       4.0000    
Table 20.ScheduledUtilization               .39498    
Table 21.NumberSeized                       6.0000    
Table 21.ScheduledUtilization               .51299    
Table 22.NumberSeized                       3.0000    
Table 22.ScheduledUtilization               .24894    
Table 23.NumberSeized                       2.0000    
Table 23.ScheduledUtilization               .46117    
Table 24.NumberSeized                       2.0000    
Table 24.ScheduledUtilization               .22519    
Table 25.NumberSeized                       5.0000    
Table 25.ScheduledUtilization               .36671    
Table 26.NumberSeized                       2.0000    
Table 26.ScheduledUtilization               .22524    
Table 27.NumberSeized                       4.0000    
Table 27.ScheduledUtilization               .14488    
Table 28.NumberSeized                       3.0000    
Table 28.ScheduledUtilization               .26241    
Table 29.NumberSeized                       6.0000    
Table 29.ScheduledUtilization               .75215    
Table 30.NumberSeized                       5.0000    
Table 30.ScheduledUtilization               .37826    
Table 31.NumberSeized                       2.0000    
Table 31.ScheduledUtilization               .18253    
Table 32.NumberSeized                       3.0000    
Table 32.ScheduledUtilization               .12737    
Table 33.NumberSeized                       1.0000    
Table 33.ScheduledUtilization               .14186    
Table 34.NumberSeized                       1.0000    
Table 34.ScheduledUtilization               .02833    
Table 35.NumberSeized                       4.0000    
Table 35.ScheduledUtilization               .58175    
Table 36.NumberSeized                       5.0000    
Table 36.ScheduledUtilization               .51565    
Table 37.NumberSeized                       2.0000    
Table 37.ScheduledUtilization               .46303    
Table 38.NumberSeized                       2.0000    
Table 38.ScheduledUtilization               .39727    
Table 39.NumberSeized                       7.0000    
Table 39.ScheduledUtilization               .28609    
Table 40.NumberSeized                       2.0000    
Table 40.ScheduledUtilization               .31605    
